"#","Old page","Old page URL","Item / card name","CTA text","Shown on","Current destination URL","Booking account","Status","Action needed"
"101","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Cloud 9","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124003","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"102","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Lotus Flower","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123063","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"103","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Cupid","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123059","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"104","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Infinity","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123058","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"105","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Cloud 9","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123056","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"106","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Lotus Flower","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123053","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"107","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Isis","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123054","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"108","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Set of 3 Hearts","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123055","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"109","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","2 Hearts","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123052","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"110","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Eve","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123057","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"111","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Floral Runners","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123091","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"112","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Floral Accents","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123088","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"113","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","3D Layered w/ Arch","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123114","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"114","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","3 Panels w/ Arch","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123136","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"115","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Arch w/ Gate","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124904","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"116","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","3D Panel w/ Arch","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124905","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"117","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Flower Wall w/Arch","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123086","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"118","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Custom Packages","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123118","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"119","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Our add-on services will complete your flower wall rental perfectly.","Reserve Now","all devices","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?package_group_id=32605","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"120","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Flower Wall Rentals","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"121","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Printing Services","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"122","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Photo Booth Rentals","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"123","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Custom Signs","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"124","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Flower Arches","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"125","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Flower Arches","Inquire Now","desktop-only","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"126","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_category_id=14078","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"127","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_category_id=18120","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"128","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Flower Arches","Inquire Now","desktop-only","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"129","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_category_id=14078","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"130","flower-arch-new-york","https://proposalperfectionnyc.com/flower-arch-new-york/","Event Rentals NYC","Lets Chat!","all devices","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?package_group_id=32605","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"131","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Abigail","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61435","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"132","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Ebony","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61434","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"133","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Adonis Blue","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61436","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"134","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Barbie Pink","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89128","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"135","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Ruby's Red","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89120","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"136","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Ombre","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89121","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"137","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Paradise","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=68324","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"138","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Majestic","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89125","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"139","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Joy","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=73789","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"140","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Mourning cloak","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61441","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"141","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Atlanta","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61452","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"142","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Pink Blush","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61453","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"143","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Jasmin","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89122","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"144","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Indigo Duskywing","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61456","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"145","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Tailed Jay","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61457","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"146","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Tailed Jay 2.0","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=73770","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"147","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Chelsea","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61436","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"148","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Green Machine","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=68323","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"149","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Pink Blush","Request A Quote","all devices","https://new-jersey-flower-wall-photo-booth-rentals.checkcherry.com/reservation/set_event?event_type_id=61435","New Jersey Flower Wall & Photo Booth Rentals — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"150","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Tan","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=64168","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"151","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Purity","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89123","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"152","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Pavon","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=64178","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"153","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Hawaiian","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61459","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"154","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Monarch","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61461","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"155","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Pink Arcadia","Request A Quote","all devices","https://new-jersey-flower-wall-photo-booth-rentals.checkcherry.com/reservation/set_event?event_type_id=61435","New Jersey Flower Wall & Photo Booth Rentals — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"156","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Arctic Admiral","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61463","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"157","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Red Admiral","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61464","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"158","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","American Lady","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61465","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"159","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Chloe","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61466","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"160","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Venessa","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61467","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"161","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Sunrise","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89316","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"162","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Greenstreak","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61469","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"163","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Amazon","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61462","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"164","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Rainbow","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117501","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"165","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Purple Baby","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117481","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"166","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Pink Butterfly","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117498","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"167","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Pink & Purple Ombre","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117543","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"168","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Pink & Blue","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117496","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"169","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Peacock Butterfly","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117497","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"170","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Paris","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117512","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"171","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Bali","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117511","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"172","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Palm","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117491","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"173","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","(no heading on card)","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117448","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"174","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Sunset","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117450","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"175","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Rio De Janerio","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117446","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"176","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Pink Butterfly Arch","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117515","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"177","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Cee Indigo","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117513","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"178","flower-walls-4","https://proposalperfectionnyc.com/flower-walls-4/","Rio De Janerio","Request A Quote","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117513","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"179","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","About Proposal Perfection","Inquire Now","all devices","https://nyc-flower-walls-rental.checkcherry.com/reservation","NYC Flower Walls Rental — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"180","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Flower Wall Rentals","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"181","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Printing Services","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"182","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Photo Booth Rentals","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"183","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Custom Signs","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"184","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Flower Arches","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"185","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Flower Arches","Inquire Now","desktop-only","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"186","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Flower Arches","Inquire Now","desktop-only","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"187","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Flower Arches","Inquire Now","desktop-only","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"188","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Flower Arches","Inquire Now","desktop-only","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"189","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Flower Arches","Inquire Now","desktop-only","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"190","nyc-flower-wall-rentals-2","https://proposalperfectionnyc.com/nyc-flower-wall-rentals-2/","Event Rentals NYC","Lets Chat!","all devices","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?package_group_id=32605","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"191","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","(no heading on card)","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/contact/11423","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"192","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Magically Booth","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89211","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"193","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Salsa Booth","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89197","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"194","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Mobi Booth","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89197","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"195","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Mirror X-Infinity Photo Booth","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=26395","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"196","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Infinity 360","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=25906","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"197","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Digital Booth","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89210","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"198","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Flower Wall Rentals","Inquire Now","MOBILE-ONLY","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=20105","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
